21, 288
21, 1787
21, 3211
21, 3952
21, 5055
21, 6216
21, 7947
21, 8249
22, 1850
22, 6044
22, 7806
22, 9252
23, 1108
23, 1223
23, 2005
23, 2010
23, 3834
23, 6267
23, 6969
23, 7257
23, 9612
24, 874
24, 1521
24, 2066
24, 2099
24, 2638
24, 3046
24, 3066
24, 3629
24, 7279
24, 7597
24, 7727
24, 9694
25, 4374
25, 4506
25, 4626
25, 4749
25, 5238
25, 5969
25, 9089
26, 299
26, 947
26, 1057
26, 1270
26, 1665
26, 3511
26, 4037
26, 4785
26, 5757
26, 8173
26, 8539
27, 1645
27, 2213
27, 2390
27, 3439
27, 4436
27, 5059
27, 5165
27, 5550
27, 5785
27, 6497
27, 6662
27, 6766
27, 7776
27, 8400
27, 9276
27, 9352
27, 9942
28, 885
28, 1221
28, 1947
28, 4430
28, 5158
28, 6997
28, 7393
28, 7410
28, 8247
28, 8559
28, 9796
29, 81
29, 944
29, 1045
29, 3026
29, 3132
29, 5043
29, 7537
29, 7968
29, 8479
29, 9785
29, 9863
30, 228
30, 775
30, 5017
30, 5900
30, 6823
30, 7007
30, 8162
30, 8569
30, 9235
31, 829
31, 875
31, 1283
31, 1628
31, 1752
31, 2379
31, 3819
31, 4650
31, 4755
31, 4757
31, 6382
31, 6657
31, 8385
31, 8706
32, 1017
32, 1166
32, 5307
32, 5463
32, 5995
32, 7558
33, 1175
33, 2033
33, 4156
33, 5241
33, 6332
33, 6618
33, 9207
34, 53
34, 852
34, 2199
34, 2373
34, 2918
34, 4410
34, 5315
34, 6801
34, 8817
34, 9990
35, 685
35, 834
35, 1273
35, 1993
35, 4884
35, 6376
35, 8281
35, 9323
35, 9876
36, 43
36, 802
36, 901
36, 1041
36, 1147
36, 2162
36, 3283
36, 3306
36, 4232
36, 4645
36, 5248
36, 8153
37, 771
37, 890
37, 2337
37, 3508
37, 4758
37, 4953
37, 5527
37, 5560
37, 5642
37, 6688
37, 7416
37, 7846
38, 912
38, 1010
38, 1084
38, 1414
38, 1416
38, 3210
38, 3923
38, 4282
38, 4656
38, 4725
38, 5504
38, 5556
38, 6234
38, 9212
39, 639
39, 1218
39, 1832
39, 4592
39, 5926
39, 5965
39, 6660
39, 8174
39, 9722
40, 2339
40, 2761
40, 6239
40, 6830
40, 6971
40, 7726
41, 1618
41, 1738
41, 2631
41, 3285
41, 3743
41, 5647
41, 5884
41, 7530
41, 7664
41, 9242
41, 9381
42, 560
42, 921
42, 2225
42, 3499
42, 4746
42, 5447
42, 5981
43, 2017
43, 2031
43, 2265
43, 3075
43, 3299
43, 4455
43, 4713
43, 5145
43, 5923
43, 8302
43, 8332
44, 688
44, 806
44, 1215
44, 1464
44, 1476
44, 3084
44, 4655
44, 5490
44, 5566
44, 7542
44, 8299
45, 203
45, 1068
45, 1474
45, 1840
45, 3267
45, 4382
45, 5271
45, 5441
45, 5977
45, 7340
45, 7638
45, 7822
46, 1086
46, 1177
46, 2209
46, 3089
46, 5143
46, 7832
46, 8457
46, 9002
46, 9602
47, 1419
47, 1807
47, 3210
47, 3427
47, 3538
47, 3687
47, 5240
47, 6650
47, 8871
48, 1165
48, 1565
48, 3372
48, 4252
48, 4314
48, 5637
48, 7595
49, 377
49, 1218
49, 3025
49, 3617
49, 4855
49, 5407
49, 5562
49, 5672
49, 6894
49, 6921
49, 7207
49, 8037
50, 1246
50, 1775
50, 2051
50, 2212
50, 2712
50, 3021
50, 3403
50, 3410
50, 3617
50, 4178
50, 4923
50, 6294
50, 9361
50, 9510
51, 428
51, 2099
51, 3880
51, 5293
51, 5961
51, 6158
51, 6793
51, 8018
51, 8844
51, 9106
51, 9254
51, 9848
52, 357
52, 933
52, 1328
52, 1880
52, 1900
52, 3291
52, 4161
52, 4359
52, 5742
52, 6116
52, 6341
52, 6792
52, 7604
52, 7766
52, 8045
52, 8932
53, 434
53, 466
53, 1705
53, 3626
53, 3792
53, 4446
53, 6698
53, 7352
53, 7614
53, 8737
53, 9149
53, 9542
54, 1170
54, 1223
54, 2542
54, 2746
54, 4110
54, 4462
54, 6239
54, 7131
54, 7705
54, 7947
54, 9884
55, 3218
55, 3232
55, 3299
55, 4129
55, 4371
55, 5075
55, 5635
55, 7772
55, 8143
55, 9290
56, 206
56, 560
56, 883
56, 1803
56, 3447
56, 4429
56, 4669
56, 5137
56, 5664
56, 6854
56, 7135
56, 9133
56, 9992
57, 1472
57, 3270
57, 4252
57, 4885
57, 7397
57, 7676
57, 7744
58, 3368
58, 3429
58, 4321
58, 5536
58, 6088
58, 6136
58, 6817
58, 6993
58, 7940
58, 9147
58, 9225
59, 988
59, 1624
59, 2470
59, 3249
59, 3554
59, 5250
59, 5396
59, 7930
59, 8425
59, 8537
59, 9037
59, 9456
59, 9651
60, 167
60, 429
60, 1064
60, 1503
60, 1947
60, 4760
60, 6447
60, 7407
60, 7580
60, 7651
60, 7863
60, 9099
60, 9868
61, 318
61, 819
61, 1125
61, 2624
61, 3284
61, 3488
61, 4064
61, 4603
61, 5272
61, 6432
61, 6829
61, 8965
61, 9480
62, 2431
62, 3926
62, 4232
62, 4845
62, 8375
63, 1341
63, 1557
63, 1813
63, 1836
63, 2389
63, 2943
63, 3206
63, 4373
63, 4682
63, 4750
63, 5124
63, 7604
63, 7641
63, 8039
63, 8569
63, 9372
64, 877
64, 1044
64, 2726
64, 3116
64, 4489
64, 5300
64, 7179
64, 8505
64, 9268
65, 2774
65, 3706
65, 5002
65, 5035
65, 5224
65, 5970
65, 6255
65, 7693
65, 8232
65, 8783
66, 686
66, 2013
66, 2092
66, 3740
66, 3814
66, 6370
66, 6738
66, 7597
66, 7629
66, 9370
66, 9475
67, 1512
67, 1818
67, 3634
67, 5305
67, 5452
67, 6366
67, 7981
67, 8300
67, 8755
67, 9333
68, 2163
68, 2304
68, 3055
68, 5346
68, 5586
68, 5665
68, 6437
68, 7010
68, 7060
68, 9430
68, 9885
69, 573
69, 670
69, 1461
69, 1536
69, 2564
69, 4402
69, 4725
69, 5112
69, 7704
69, 8665
69, 8714
69, 8753
69, 9534
69, 9587
70, 343
70, 749
70, 2007
70, 4896
70, 4913
70, 6114
70, 6433
70, 6681
70, 6711
70, 7091
70, 7156
70, 8009
70, 9246
70, 9924
71, 1116
71, 1710
71, 2416
71, 2820
71, 3058
71, 3222
71, 3497
71, 4697
71, 5048
71, 5572
71, 5882
71, 7267
71, 7405
72, 943
72, 2770
72, 2907
72, 3655
72, 3721
72, 4764
72, 5180
72, 6279
72, 7414
72, 9633
73, 1045
73, 2823
73, 4920
73, 8765
73, 9966
74, 296
74, 891
74, 2466
74, 2682
74, 2748
74, 4384
74, 6013
74, 7523
74, 9112
74, 9699
75, 276
75, 461
75, 2144
75, 2956
75, 3413
75, 4161
75, 9053
76, 139
76, 1168
76, 1341
76, 4520
76, 8096
76, 8371
76, 8839
77, 595
77, 929
77, 1113
77, 1963
77, 4079
77, 5408
77, 7444
77, 9345
78, 2628
78, 2899
78, 3405
78, 5484
78, 6413
78, 7325
78, 8509
78, 8794
78, 9063
78, 9934
79, 849
79, 1217
79, 1419
79, 3400
79, 3890
79, 5251
79, 5789
79, 5952
79, 7024
79, 8528
79, 9529
80, 1224
80, 1617
80, 1786
80, 1913
80, 2158
80, 2324
80, 3784
80, 4019
80, 4904
80, 5399
80, 6001
80, 8272
80, 8426
80, 8793
81, 1115
81, 1747
81, 2185
81, 2427
81, 2501
81, 6283
81, 6346
81, 7216
81, 7380
81, 7623
81, 8076
81, 9048
82, 630
82, 1115
82, 1706
82, 2212
82, 4099
82, 4446
82, 4939
82, 5894
82, 6757
83, 410
83, 654
83, 745
83, 2036
83, 2391
83, 4266
83, 6691
83, 7656
83, 8617
83, 8725
83, 9987
84, 1769
84, 2129
84, 3620
84, 6648
84, 6898
84, 9832
85, 1330
85, 2047
85, 5633
85, 7702
85, 8844
85, 9945
86, 627
86, 829
86, 1520
86, 2259
86, 2966
86, 4921
86, 8091
86, 8963
86, 9400
87, 2103
87, 3022
87, 3318
87, 3654
87, 4557
87, 5167
87, 5507
87, 5661
87, 6061
87, 6626
87, 6808
88, 2663
88, 5047
88, 7801
88, 8226
88, 9605
89, 262
89, 389
89, 971
89, 3546
89, 4795
89, 5355
89, 5627
89, 7663
89, 8473
89, 8807
89, 9322
89, 9368
90, 1147
90, 1629
90, 2139
90, 2191
90, 2346
90, 3310
90, 5450
90, 6026
90, 6589
90, 6836
90, 6964
90, 7220
90, 8394
91, 361
91, 1729
91, 3409
91, 4209
91, 5088
91, 5632
91, 5838
91, 6035
91, 6477
91, 7001
91, 8015
91, 8241
91, 8293
92, 584
92, 1575
92, 1702
92, 2311
92, 5020
92, 7934
92, 9031
93, 406
93, 1065
93, 2132
93, 2752
93, 3782
93, 3887
93, 4476
93, 5361
93, 6506
93, 7474
93, 7849
93, 8287
93, 8648
93, 9008
93, 9039
93, 9109
93, 9137
94, 238
94, 1322
94, 1680
94, 6327
94, 7357
94, 7589
94, 8845
95, 963
95, 1252
95, 2441
95, 2991
95, 3599
95, 4754
95, 5528
95, 7212
95, 7651
95, 8198
95, 8740
96, 1127
96, 1363
96, 1655
96, 3600
96, 4431
96, 4500
96, 6617
96, 7795
96, 9031
96, 9359
97, 749
97, 1025
97, 2993
97, 4163
97, 5662
97, 5960
97, 6225
97, 6343
97, 7064
97, 8711
97, 9306
98, 250
98, 799
98, 864
98, 3016
98, 3153
98, 3288
98, 3695
98, 3881
98, 6037
98, 6725
98, 9443
99, 2689
99, 2748
99, 3854
99, 4798
99, 5461
99, 5875
99, 6178
99, 6638
99, 8384
99, 9135
100, 3389
100, 4468
100, 6699
100, 6801
100, 7558
100, 7968
100, 8096
100, 8901
101, 946
101, 1087
101, 1180
101, 1184
101, 2750
101, 3355
101, 3891
101, 4029
101, 8616
101, 9153
101, 9373
102, 2666
102, 2917
102, 3691
102, 4166
102, 4703
102, 4730
102, 4944
102, 5673
102, 5982
102, 6475
102, 6987
102, 7737
102, 9126
103, 685
103, 1055
103, 1452
103, 1970
103, 2584
103, 3700
103, 4008
103, 4145
103, 4795
103, 5040
103, 6234
103, 7417
103, 8194
103, 8246
103, 8259
103, 8267
103, 8987
103, 9921
104, 985
104, 1411
104, 1418
104, 4011
104, 4983
104, 5550
104, 6581
104, 6801
104, 6853
104, 7973
104, 8385
104, 8554
104, 8626
104, 9236
104, 9337
105, 1235
105, 2439
105, 3471
105, 4399
105, 7211
105, 8618
105, 8993
105, 9921
106, 625
106, 832
106, 2444
106, 3551
106, 5826
106, 7478
106, 7693
106, 8099
106, 8613
106, 9332
106, 9689
107, 1250
107, 2216
107, 3939
107, 7916
107, 9056
107, 9941
107, 9988
108, 2241
108, 2243
108, 2438
108, 2761
108, 3546
108, 3675
108, 6090
108, 6234
108, 6638
108, 6932
108, 9825
109, 415
109, 1684
109, 1970
109, 2310
109, 3765
109, 7012
109, 8405
109, 8859
109, 9362
109, 9658
110, 768
110, 1605
110, 2253
110, 3469
110, 3965
110, 4483
110, 4544
110, 4714
110, 5233
110, 5826
110, 7316
110, 7988
110, 8569
110, 8861
111, 140
111, 157
111, 376
111, 3067
111, 3935
111, 5181
111, 5192
111, 5600
111, 7558
111, 8740
112, 1348
112, 3473
112, 5182
112, 6647
112, 7515
112, 9022
112, 9468
113, 237
113, 1462
113, 2112
113, 2319
113, 4622
113, 4864
113, 4967
113, 4985
113, 5843
113, 7451
113, 8458
113, 8639
114, 437
114, 2344
114, 3016
114, 3897
114, 4039
114, 4333
114, 5592
114, 5935
114, 5987
114, 6012
114, 6842
114, 9155
114, 9342
114, 9710
115, 2352
115, 2638
115, 2670
115, 3202
115, 3539
115, 3913
115, 5472
115, 6729
115, 6742
115, 7572
115, 7655
115, 8762
115, 9081
115, 9155
116, 186
116, 267
116, 591
116, 1175
116, 3214
116, 3230
116, 3997
116, 7060
116, 7075
116, 7208
116, 7887
116, 8855
116, 9364
117, 1248
117, 2761
117, 3501
117, 7436
117, 7549
117, 7898
117, 8064
118, 288
118, 413
118, 451
118, 1306
118, 2763
118, 2939
118, 4042
118, 4762
118, 8119
118, 8348
118, 8602
118, 9382
119, 167
119, 326
119, 1339
119, 7732
119, 9100
119, 9711
120, 2284
120, 2334
120, 3087
120, 3440
120, 3465
120, 3604
120, 4187
120, 5056
120, 5421
120, 5535
120, 5704
120, 7456
120, 7555
120, 7861
120, 9062
120, 9197
121, 697
121, 1213
121, 1631
121, 1991
121, 3142
121, 3441
121, 4569
121, 5828
121, 8458
121, 9123
122, 2627
122, 4055
122, 5563
122, 8351
123, 155
123, 209
123, 452
123, 987
123, 2418
123, 5563
123, 5750
123, 6094
123, 6685
123, 7446
123, 8434
123, 8514
124, 528
124, 681
124, 1545
124, 2095
124, 2802
124, 4608
124, 7505
124, 7869
125, 1856
125, 3127
125, 6144
125, 7462
126, 1041
126, 3026
126, 3165
126, 6409
126, 6905
126, 8838
126, 9245
126, 9273
127, 2549
127, 3080
127, 7979
127, 8163
127, 9728
128, 1348
128, 2366
128, 3774
128, 4125
128, 5975
128, 6394
128, 6536
128, 8238
128, 8758
128, 9521
129, 744
129, 2259
129, 2997
129, 5356
129, 6933
129, 7000
129, 7011
129, 9230
129, 9254
130, 2258
130, 3203
130, 3793
130, 4567
130, 5018
130, 5672
130, 6098
130, 6474
130, 7515
130, 7690
130, 9565
131, 2402
131, 2978
131, 3686
131, 5346
131, 8895
131, 8941
131, 9704
132, 367
132, 1373
132, 2221
132, 2684
132, 3149
132, 3908
132, 4728
132, 5507
132, 6066
132, 7219
132, 8017
132, 8645
132, 9246
133, 561
133, 570
133, 1239
133, 1801
133, 2695
133, 3211
133, 3243
133, 7358
133, 7536
133, 9339
133, 9795
134, 551
134, 1369
134, 1382
134, 1600
134, 2021
134, 2053
134, 2446
134, 4493
134, 4586
134, 5201
134, 5933
134, 7167
135, 950
135, 972
135, 1159
135, 2401
135, 6685
135, 6747
135, 8045
135, 8594
135, 9053
135, 9175
136, 418
136, 2630
136, 3098
136, 3800
136, 4952
136, 8374
136, 8740
136, 8812
136, 9138
137, 381
137, 2122
137, 2343
137, 2482
137, 4630
137, 4727
137, 5284
137, 6001
137, 6829
137, 7282
137, 8047
138, 691
138, 1299
138, 2190
138, 2295
138, 3230
138, 3553
138, 4200
138, 5035
138, 6470
138, 7647
138, 9755
139, 2794
139, 3528
139, 4010
139, 5298
139, 5379
139, 6779
139, 7136
139, 7849
139, 8314
139, 9112
139, 9473
139, 9963
140, 1613
140, 1924
140, 1965
140, 2782
140, 3903
140, 5039
140, 5505
140, 7322
140, 7681
140, 8666
141, 1145
141, 1621
141, 3163
141, 4433
141, 4544
142, 798
142, 2496
142, 3139
142, 3577
142, 3625
142, 3927
142, 4056
142, 4104
142, 6281
143, 2942
143, 2964
143, 3546
143, 4101
143, 4222
143, 5033
143, 5573
143, 5997
143, 7432
143, 7457
143, 8188
143, 8761
143, 9109
144, 1309
144, 1839
144, 2691
144, 3720
144, 4277
144, 4459
144, 6448
144, 6816
144, 6964
144, 6971
144, 7506
144, 7645
145, 456
145, 1334
145, 1963
145, 2311
145, 2566
145, 3128
145, 3389
145, 4392
145, 4656
145, 7019
145, 7604
145, 8268
146, 205
146, 2150
146, 3047
146, 3154
146, 3877
146, 4854
146, 5809
146, 6801
146, 6900
146, 7526
146, 7906
147, 3047
147, 3802
147, 4383
147, 4931
147, 5410
147, 5550
147, 5815
147, 7349
147, 8069
147, 8361
147, 8581
148, 388
148, 1841
148, 2410
148, 2452
148, 3848
148, 4253
148, 4916
148, 5493
148, 6087
148, 6322
148, 6551
148, 8366
148, 8785
148, 9649
149, 478
149, 1289
149, 1964
149, 2901
149, 4364
149, 4966
149, 5121
149, 7830
150, 572
150, 891
150, 1157
150, 1791
150, 2772
150, 2933
150, 3255
150, 3937
150, 5189
150, 5362
150, 6205
150, 9511
151, 918
151, 2080
151, 2969
151, 2978
151, 3073
151, 3252
151, 4813
151, 5809
151, 7261
151, 7548
151, 8328
151, 8535
151, 9415
152, 1528
152, 3811
152, 4419
152, 5182
152, 7016
152, 7093
152, 7310
152, 7327
152, 7962
152, 9453
153, 1078
153, 2467
153, 3603
153, 3917
153, 4420
153, 5317
153, 6184
153, 7512
153, 8297
153, 9146
154, 1119
154, 8482
155, 387
155, 730
155, 811
155, 1133
155, 2283
155, 3257
155, 3747
155, 3802
155, 4667
155, 6743
155, 7655
155, 7912
155, 8310
156, 161
156, 373
156, 810
156, 1434
156, 2788
156, 4280
156, 4359
156, 6844
156, 9854
157, 684
157, 1304
157, 1345
157, 1488
157, 1585
157, 1988
157, 6107
157, 7750
157, 9696
158, 493
158, 2355
158, 2375
158, 3804
158, 4819
158, 5461
158, 7034
158, 7459
158, 7661
158, 7783
158, 9721
159, 1117
159, 2487
159, 2849
159, 4436
159, 4547
159, 5556
159, 7079
159, 8010
159, 9720
160, 862
160, 1470
160, 2160
160, 2623
160, 2636
160, 2709
160, 4380
160, 4529
160, 5359
160, 5663
160, 6177
160, 8304
160, 9880
161, 734
161, 1158
161, 4349
161, 5197
161, 8311
161, 9763
162, 259
162, 1054
162, 1969
162, 2712
162, 3161
162, 4179
162, 4253
162, 4673
162, 5722
162, 6793
162, 7312
162, 8232
162, 8837
163, 1921
163, 2640
163, 5070
163, 6621
163, 7403
163, 8163
163, 8385
163, 9573
164, 712
164, 1576
164, 2040
164, 2681
164, 4013
164, 6076
164, 7852
164, 9005
165, 4828
165, 6379
165, 7439
166, 2598
166, 8268
167, 2358
167, 2378
167, 4360
167, 5058
167, 7251
167, 7306
167, 7632
167, 7675
167, 8679
167, 8770
167, 8842
167, 9269
168, 330
168, 1265
168, 1371
168, 2901
168, 2978
168, 3961
168, 4053
168, 4600
168, 5357
168, 5471
168, 6056
168, 7611
168, 8649
168, 9104
168, 9628
169, 250
169, 1188
169, 5429
169, 5476
169, 8028
169, 8371
170, 838
170, 1381
170, 2948
170, 2949
170, 3580
170, 4192
170, 4934
170, 5692
170, 5761
170, 6149
170, 6214
170, 6331
170, 8739
170, 9199
170, 9325
170, 9642
170, 9960
171, 2098
171, 3147
171, 4488
171, 4963
171, 5262
171, 6002
171, 7155
171, 8334
171, 8916
171, 8949
171, 9525
172, 1475
172, 2663
172, 4119
172, 4195
172, 4385
172, 4769
172, 5002
172, 5659
172, 7679
172, 7683
172, 7953
173, 919
173, 1347
173, 2354
173, 2393
173, 4562
173, 4696
173, 5601
173, 5940
173, 6231
173, 6677
173, 7264
173, 7502
173, 7576
173, 7689
173, 8833
173, 9601
174, 307
174, 1031
174, 1208
174, 2673
174, 4212
174, 5326
174, 6065
174, 6541
174, 8039
174, 9931
175, 293
175, 359
175, 819
175, 1148
175, 1198
175, 5147
175, 5214
175, 5241
175, 5788
175, 6715
175, 7120
175, 7781
175, 9440
175, 9840
176, 2815
176, 3207
176, 4055
176, 4593
176, 5373
176, 7300
176, 8446
176, 9415
177, 974
177, 3011
177, 4542
177, 5185
177, 5901
177, 6110
177, 6642
177, 8468
178, 1962
178, 2523
178, 3449
178, 4298
178, 4354
178, 4455
178, 7270
178, 7446
178, 7523
178, 8958
179, 304
179, 725
179, 1057
179, 3752
179, 4831
179, 5040
179, 5803
179, 8002
179, 8812
179, 9785
180, 3205
180, 3491
180, 3975
180, 5276
180, 7129
180, 7263
180, 8864
180, 9264
180, 9560
181, 2066
181, 2175
181, 4160
181, 4473
181, 6692
181, 7023
181, 7066
181, 8125
181, 8624
181, 9797
182, 2479
182, 2996
182, 3971
182, 4929
182, 6398
182, 6874
182, 8600
182, 9720
183, 3270
183, 4990
183, 8102
183, 8730
184, 3445
184, 5206
184, 6992
184, 7329
184, 7406
184, 7778
184, 8019
184, 8792
184, 8920
184, 9651
184, 9798
185, 200
185, 1012
185, 1139
185, 1392
185, 1727
185, 1932
185, 2780
185, 3117
185, 4450
185, 5479
185, 5831
185, 6023
185, 6542
185, 6966
185, 8888
185, 9868
186, 249
186, 1513
186, 1559
186, 4790
186, 5387
186, 6044
186, 6306
186, 6602
186, 7198
186, 7394
186, 7979
187, 4315
187, 6997
187, 7141
187, 8227
187, 8771
187, 9105
187, 9472
188, 888
188, 1282
188, 2573
188, 4830
188, 7564
189, 1150
189, 1525
189, 1650
189, 1658
189, 2293
189, 3091
189, 3392
189, 4839
189, 6401
189, 7891
189, 8151
189, 9517
189, 9576
189, 9887
190, 587
190, 705
190, 722
190, 3518
190, 4460
190, 4516
190, 4683
190, 5983
190, 6841
190, 8448
190, 9129
190, 9169
191, 993
191, 2102
191, 2498
191, 5366
191, 5658
191, 6650
191, 7893
191, 9273
191, 9787
192, 354
192, 1308
192, 1390
192, 1755
192, 3141
192, 3211
192, 4656
192, 6300
192, 6553
192, 6845
192, 8044
192, 8051
192, 9411
193, 2376
193, 2599
193, 2707
193, 3654
193, 4093
193, 4094
193, 5390
193, 6341
193, 7768
193, 7917
193, 9060
193, 9551
194, 1320
194, 1886
194, 2602
194, 7020
195, 1367
195, 1443
195, 5084
195, 6049
195, 8491
195, 9485
195, 9990
196, 306
196, 2214
196, 2283
196, 2755
196, 2951
196, 3442
196, 5239
196, 5653
196, 5700
196, 5956
196, 5967
196, 6793
196, 8049
196, 8946
197, 361
197, 1355
197, 2192
197, 4414
197, 7137
197, 7200
197, 8506
198, 463
198, 1486
198, 1702
198, 1703
198, 3642
198, 3657
198, 4086
198, 5386
198, 6894
198, 8033
198, 8940
198, 8952
198, 9966
199, 1184
199, 1769
199, 7701
199, 9128
199, 9642
199, 9646
200, 1134
200, 1184
200, 2681
200, 3044
200, 3439
200, 3702
200, 3721
200, 3865
200, 5483
200, 5970
200, 6424
200, 7500
200, 7928
201, 1206
201, 1295
201, 3417
201, 5350
201, 5381
201, 7393
201, 7556
201, 8353
201, 8620
201, 9705
202, 2957
202, 6321
202, 7340
202, 7794
202, 8495
203, 512
203, 2195
203, 2467
203, 2893
203, 4140
203, 7666
203, 8307
204, 2885
204, 4351
204, 4598
204, 5593
204, 7619
204, 8209
204, 8686
204, 9307
204, 9964
205, 327
205, 828
205, 1957
205, 1986
205, 6078
205, 6261
205, 6485
205, 6543
205, 7520
205, 7683
205, 8662
205, 9438
206, 246
206, 730
206, 1073
206, 2659
206, 2765
206, 3701
206, 3732
206, 4166
206, 7051
206, 7632
206, 8243
206, 8675
206, 8851
206, 8859
206, 9181
207, 726
207, 2101
207, 2596
207, 3156
207, 4250
207, 5203
207, 6652
207, 7970
207, 7999
207, 9037
208, 393
208, 1120
208, 1159
208, 3687
208, 5177
208, 8116
208, 8142
208, 8165
208, 8332
208, 8955
209, 1074
209, 2429
209, 3529
209, 4102
209, 5394
209, 6930
209, 8324
209, 8732
210, 999
210, 1211
210, 1596
210, 2152
210, 3269
210, 4474
210, 4682
210, 6081
210, 6694
210, 8506
210, 9766
211, 215
211, 367
211, 2454
211, 2652
211, 3881
211, 7298
211, 7924
211, 8404
211, 8760
211, 9555
212, 380
212, 1274
212, 5958
212, 7314
212, 9190
212, 9857
213, 440
213, 1262
213, 1448
213, 3156
213, 5181
213, 6108
213, 7893
213, 9026
213, 9804
214, 1207
214, 1894
214, 2213
214, 4849
214, 6530
214, 7118
214, 7724
215, 549
215, 2669
215, 3361
215, 3394
215, 3998
215, 4753
215, 4825
215, 5313
215, 5663
215, 6237
215, 6556
215, 8665
215, 8975
216, 2294
216, 3869
216, 5587
216, 6046
216, 6334
216, 6676
216, 7159
216, 7296
216, 9092
216, 9252
216, 9654
217, 1072
217, 1240
217, 1638
217, 2995
217, 3569
217, 4050
217, 5152
217, 5645
217, 6299
217, 7623
217, 8335
218, 2355
218, 3052
218, 7548
218, 7641
219, 536
219, 544
219, 7166
219, 8000
219, 9182
220, 1581
220, 3130
220, 4026
220, 4076
220, 4141
220, 5672
220, 6001
220, 6751
220, 7286
220, 7841
220, 8879
220, 9854
221, 1187
221, 3221
221, 5194
221, 5553
221, 6439
221, 6444
221, 7095
221, 7461
221, 8466
221, 8650
221, 9200
222, 3896
222, 4380
222, 7728
222, 9254
222, 9471
223, 1724
223, 1851
223, 2472
223, 3365
223, 3982
223, 5829
223, 8540
223, 8806
223, 9849
224, 1758
224, 3010
224, 3894
224, 4361
224, 5135
224, 6367
224, 6537
224, 6791
224, 6814
224, 6831
224, 7152
224, 7403
224, 7974
224, 8094
224, 9706
225, 548
225, 660
225, 734
225, 2285
225, 3257
225, 3437
225, 3708
225, 3956
225, 5566
225, 5925
225, 6652
225, 6674
225, 7472
225, 9019
225, 9854
226, 3085
226, 3091
226, 3244
226, 4560
226, 4581
226, 5131
226, 6139
226, 8088
226, 9841
227, 992
227, 1405
227, 2763
227, 4100
227, 5222
227, 6200
227, 6408
227, 7413
227, 9719
228, 2453
228, 3674
228, 4444
228, 5860
228, 7326
228, 7905
228, 8468
228, 8812
229, 794
229, 1934
229, 2447
229, 3124
229, 3806
229, 5915
229, 7373
229, 7574
229, 9263
229, 9647
230, 421
230, 1221
230, 1828
230, 4739
230, 8621
230, 8939
231, 250
231, 389
231, 1110
231, 1113
231, 1473
231, 1735
231, 3248
231, 3970
231, 5124
231, 5249
231, 5611
231, 5630
231, 6436
231, 6461
231, 8641
